id,pdb_id,gpcr_name,gpcr_class,subfamily,uniprot_id,species,description,method,resolution,pubmed_id,deposition_date,reference,gene_name,raw_pdb_file,mapping_pdb_file,fasta
,4Z35,LYSOPHOSPHATIDIC ACID RECEPTOR 1,a,LYSOLIPIDS RECEPTORS,Q92633,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF HUMAN LYSOPHOSPHATIDIC ACID RECEPTOR 1 IN COMPLEX WITH ONO-9910539,x,2.9,26091040,2015-03-30,"CHRENCIK ET AL. CRYSTAL STRUCTURE OF ANTAGONIST BOUND HUMAN LYSOPHOSPHATIDIC ACID RECEPTOR 1. CELL. 2015, 161, 1633.",LPAR1,raw_pdbs/4Z35.pdb,mapped_pdb/4Z35_atlas.pdb,fastas/4Z35.fasta
,4Z36,LYSOPHOSPHATIDIC ACID RECEPTOR 1,a,LYSOLIPIDS RECEPTORS,Q92633,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF HUMAN LYSOPHOSPHATIDIC ACID RECEPTOR 1 IN COMPLEX WITH ONO-3080573,x,2.9,26091040,2015-03-30,"CHRENCIK ET AL. CRYSTAL STRUCTURE OF ANTAGONIST BOUND HUMAN LYSOPHOSPHATIDIC ACID RECEPTOR 1. CELL. 2015, 161, 1633.",LPAR1,raw_pdbs/4Z36.pdb,mapped_pdb/4Z36_atlas.pdb,fastas/4Z36.fasta
,4Z9G,CORTICOTROPIN-RELEASING FACTOR RECEPTOR 1,b,,P34998,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF HUMAN CORTICOTROPIN-RELEASING FACTOR RECEPTOR 1 (CRF1R) IN COMPLEX WITH THE ANTAGONIST CP-376395 IN A HEXAGONAL SETTING WITH TRANSLATIONAL NON-CRYSTALLOGRAPHIC SYMMETRY,x,3.18,28183242,2015-04-10,"DORE ET AL. DECODING CORTICOTROPIN-RELEASING FACTOR RECEPTOR TYPE 1 CRYSTAL STRUCTURES. CURR MOL PHARMACOL. 2017, 10, 334.",CRHR1,raw_pdbs/4Z9G.pdb,mapped_pdb/4Z9G_atlas.pdb,fastas/4Z9G.fasta
,4ZJ8,OREXIN RECEPTOR TYPE 1,a,OREXINS RECEPTORS,O43613,HOMO SAPIENS (HUMAN),STRUCTURES OF THE HUMAN OX1 OREXIN RECEPTOR BOUND TO SELECTIVE AND DUAL ANTAGONISTS,x,2.75,26950369,2015-04-29,"YIN ET AL. STRUCTURE AND LIGAND-BINDING MECHANISM OF THE HUMAN OX1 AND OX2 OREXIN RECEPTORS. NAT.STRUCT.MOL.BIOL. 2016, 23, 293.",HCRTR1,raw_pdbs/4ZJ8.pdb,mapped_pdb/4ZJ8_atlas.pdb,fastas/4ZJ8.fasta
,4ZJC,OREXIN RECEPTOR TYPE 1,a,OREXINS RECEPTORS,O43613,HOMO SAPIENS (HUMAN),STRUCTURES OF THE HUMAN OX1 OREXIN RECEPTOR BOUND TO SELECTIVE AND DUAL ANTAGONISTS,x,2.83,26950369,2015-04-29,"YIN ET AL. STRUCTURE AND LIGAND-BINDING MECHANISM OF THE HUMAN OX1 AND OX2 OREXIN RECEPTORS. NAT.STRUCT.MOL.BIOL. 2016, 23, 293.",HCRTR1,raw_pdbs/4ZJC.pdb,mapped_pdb/4ZJC_atlas.pdb,fastas/4ZJC.fasta
,4ZUD,TYPE-1 ANGIOTENSIN II RECEPTOR,a,ANGIOTENSIN RECEPTORS,P30556,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF HUMAN ANGIOTENSIN RECEPTOR IN COMPLEX WITH INVERSE AGONIST OLMESARTAN AT 2.8A RESOLUTION.,x,2.8,26420482,2015-05-15,"ZHANG ET AL. STRUCTURAL BASIS FOR LIGAND RECOGNITION AND FUNCTIONAL SELECTIVITY AT ANGIOTENSIN RECEPTOR. J.BIOL.CHEM. 2015, 290, 29127.",AGTR1,raw_pdbs/4ZUD.pdb,mapped_pdb/4ZUD_atlas.pdb,fastas/4ZUD.fasta
,4ZWJ,RHODOPSIN,a,OPSINS,P08100,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF RHODOPSIN BOUND TO ARRESTIN BY FEMTOSECOND X-RAY LASER,x,3.3,26200343,2015-05-19,"KANG ET AL. CRYSTAL STRUCTURE OF RHODOPSIN BOUND TO ARRESTIN BY FEMTOSECOND X-RAY LASER. NATURE. 2015, 523, 561.",RHO,raw_pdbs/4ZWJ.pdb,mapped_pdb/4ZWJ_atlas.pdb,fastas/4ZWJ.fasta
,5A8E,BETA-1 ADRENERGIC RECEPTOR,a,ADRENERGIC RECEPTORS,P07700,MELEAGRIS GALLOPAVO (WILD TURKEY),THERMOSTABILISED BETA1-ADRENOCEPTOR WITH RATIONALLY DESIGNED INVERSE AGONIST 7-METHYLCYANOPINDOLOL BOUND,x,2.4,26385885,2015-07-15,"SATO ET AL. PHARMACOLOGICAL ANALYSIS AND STRUCTURE DETERMINATION OF 7-METHYLCYANOPINDOLOL-BOUND BETA1-ADRENERGIC RECEPTOR. MOL.PHARMACOL. 2015, 88, 1024.",ADRB1,raw_pdbs/5A8E.pdb,mapped_pdb/5A8E_atlas.pdb,fastas/5A8E.fasta
,5C1M,MU-TYPE OPIOID RECEPTOR,a,OPIOID PEPTIDES RECEPTORS,P42866,MUS MUSCULUS (MOUSE),CRYSTAL STRUCTURE OF ACTIVE MU-OPIOID RECEPTOR BOUND TO THE AGONIST BU72,x,2.1,26245379,2015-06-15,"HUANG ET AL. STRUCTURAL INSIGHTS INTO MU-OPIOID RECEPTOR ACTIVATION. NATURE. 2015, 524, 315.",Oprm1,raw_pdbs/5C1M.pdb,mapped_pdb/5C1M_atlas.pdb,fastas/5C1M.fasta
,5CGC,METABOTROPIC GLUTAMATE RECEPTOR 5,c,,P41594,HOMO SAPIENS (HUMAN),STRUCTURE OF THE HUMAN CLASS C GPCR METABOTROPIC GLUTAMATE RECEPTOR 5 TRANSMEMBRANE DOMAIN IN COMPLEX WITH THE NEGATIVE ALLOSTERIC MODULATOR 3-CHLORO-4-FLUORO-5-[6-(1H-PYRAZOL-1-YL)PYRIMIDIN-4-YL]BENZONITRILE,x,3.1,26225459,2015-07-09,"CHRISTOPHER ET AL. FRAGMENT AND STRUCTURE-BASED DRUG DISCOVERY FOR A CLASS C GPCR: DISCOVERY OF THE MGLU5 NEGATIVE ALLOSTERIC MODULATOR HTL14242 (3-CHLORO-5-[6-(5-FLUOROPYRIDIN-2-YL)PYRIMIDIN-4-YL]BENZONITRILE). J.MED.CHEM. 2015, 58, 6653.",GRM5,raw_pdbs/5CGC.pdb,mapped_pdb/5CGC_atlas.pdb,fastas/5CGC.fasta
,5CGD,METABOTROPIC GLUTAMATE RECEPTOR 5,c,,P41594,HOMO SAPIENS (HUMAN),STRUCTURE OF THE HUMAN CLASS C GPCR METABOTROPIC GLUTAMATE RECEPTOR 5 TRANSMEMBRANE DOMAIN IN COMPLEX WITH THE NEGATIVE ALLOSTERIC MODULATOR 3-CHLORO-5-[6-(5-FLUOROPYRIDIN-2-YL)PYRIMIDIN-4-YL]BENZONITRILE - (HTL14242),x,2.6,26225459,2015-07-09,"CHRISTOPHER ET AL. FRAGMENT AND STRUCTURE-BASED DRUG DISCOVERY FOR A CLASS C GPCR: DISCOVERY OF THE MGLU5 NEGATIVE ALLOSTERIC MODULATOR HTL14242 (3-CHLORO-5-[6-(5-FLUOROPYRIDIN-2-YL)PYRIMIDIN-4-YL]BENZONITRILE). J.MED.CHEM. 2015, 58, 6653.",GRM5,raw_pdbs/5CGD.pdb,mapped_pdb/5CGD_atlas.pdb,fastas/5CGD.fasta
,5CXV,MUSCARINIC ACETYLCHOLINE RECEPTOR M1,a,ACETYLCHOLINE (MUSCARINIC) RECEPTORS,P11229,HOMO SAPIENS (HUMAN),STRUCTURE OF THE HUMAN M1 MUSCARINIC ACETYLCHOLINE RECEPTOR BOUND TO ANTAGONIST TIOTROPIUM,x,2.7,26958838,2015-07-29,"THAL ET AL. CRYSTAL STRUCTURES OF THE M1 AND M4 MUSCARINIC ACETYLCHOLINE RECEPTORS. NATURE. 2016, 531, 335.",CHRM1,raw_pdbs/5CXV.pdb,mapped_pdb/5CXV_atlas.pdb,fastas/5CXV.fasta
,5D5A,BETA-2 ADRENERGIC RECEPTOR,a,ADRENERGIC RECEPTORS,P07550,HOMO SAPIENS (HUMAN),IN MESO IN SITU SERIAL X-RAY CRYSTALLOGRAPHY STRUCTURE OF THE BETA2-ADRENERGIC RECEPTOR AT 100 K,x,2.48,26894538,2015-08-10,"HUANG ET AL. IN MESO IN SITU SERIAL X-RAY CRYSTALLOGRAPHY OF SOLUBLE AND MEMBRANE PROTEINS AT CRYOGENIC TEMPERATURES. ACTA CRYSTALLOGR D STRUCT BIOL. 2016, 72, 93.",ADRB2,raw_pdbs/5D5A.pdb,mapped_pdb/5D5A_atlas.pdb,fastas/5D5A.fasta
,5D5B,BETA-2 ADRENERGIC RECEPTOR,a,ADRENERGIC RECEPTORS,P07550,HOMO SAPIENS (HUMAN),IN MESO X-RAY CRYSTALLOGRAPHY STRUCTURE OF THE BETA2-ADRENERGIC RECEPTOR AT 100 K,x,3.8,26894538,2015-08-10,"HUANG ET AL. IN MESO IN SITU SERIAL X-RAY CRYSTALLOGRAPHY OF SOLUBLE AND MEMBRANE PROTEINS AT CRYOGENIC TEMPERATURES. ACTA CRYSTALLOGR D STRUCT BIOL. 2016, 72, 93.",ADRB2,raw_pdbs/5D5B.pdb,mapped_pdb/5D5B_atlas.pdb,fastas/5D5B.fasta
,5D6L,BETA-2 ADRENERGIC RECEPTOR,a,ADRENERGIC RECEPTORS,P07550,HOMO SAPIENS (HUMAN),BETA2AR-T4L - CIM,x,3.2,28771236,2015-08-12,"MA ET AL. THE CUBICON METHOD FOR CONCENTRATING MEMBRANE PROTEINS IN THE CUBIC MESOPHASE. NAT PROTOC. 2017, 12, 1745.",ADRB2,raw_pdbs/5D6L.pdb,mapped_pdb/5D6L_atlas.pdb,fastas/5D6L.fasta
,5DGY,RHODOPSIN,a,OPSINS,P08100,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF RHODOPSIN BOUND TO VISUAL ARRESTIN,x,7.7,27070998,2015-08-28,"ZHOU ET AL. X-RAY LASER DIFFRACTION FOR STRUCTURE DETERMINATION OF THE RHODOPSIN-ARRESTIN COMPLEX. SCI DATA. 2016, 3, 160021.",RHO,raw_pdbs/5DGY.pdb,mapped_pdb/5DGY_atlas.pdb,fastas/5DGY.fasta
,5DHG,NOCICEPTIN RECEPTOR,a,OPIOID PEPTIDES RECEPTORS,P41146,HOMO SAPIENS (HUMAN),THE CRYSTAL STRUCTURE OF NOCICEPTIN/ORPHANIN FQ PEPTIDE RECEPTOR (NOP) IN COMPLEX WITH C-35 (PSI COMMUNITY TARGET),x,3,26526853,2015-08-30,"MILLER ET AL. THE IMPORTANCE OF LIGAND-RECEPTOR CONFORMATIONAL PAIRS IN STABILIZATION: SPOTLIGHT ON THE N/OFQ G PROTEIN-COUPLED RECEPTOR. STRUCTURE. 2015, 23, 2291.",OPRL1,raw_pdbs/5DHG.pdb,mapped_pdb/5DHG_atlas.pdb,fastas/5DHG.fasta
,5DHH,NOCICEPTIN RECEPTOR,a,OPIOID PEPTIDES RECEPTORS,P41146,HOMO SAPIENS (HUMAN),THE CRYSTAL STRUCTURE OF NOCICEPTIN/ORPHANIN FQ PEPTIDE RECEPTOR (NOP) IN COMPLEX WITH SB-612111 (PSI COMMUNITY TARGET),x,3,26526853,2015-08-31,"MILLER ET AL. THE IMPORTANCE OF LIGAND-RECEPTOR CONFORMATIONAL PAIRS IN STABILIZATION: SPOTLIGHT ON THE N/OFQ G PROTEIN-COUPLED RECEPTOR. STRUCTURE. 2015, 23, 2291.",OPRL1,raw_pdbs/5DHH.pdb,mapped_pdb/5DHH_atlas.pdb,fastas/5DHH.fasta
,5DSG,MUSCARINIC ACETYLCHOLINE RECEPTOR M4,a,ACETYLCHOLINE (MUSCARINIC) RECEPTORS,P08173,HOMO SAPIENS (HUMAN),STRUCTURE OF THE M4 MUSCARINIC ACETYLCHOLINE RECEPTOR (M4-MT4L) BOUND TO TIOTROPIUM,x,2.6,26958838,2015-09-17,"THAL ET AL. CRYSTAL STRUCTURES OF THE M1 AND M4 MUSCARINIC ACETYLCHOLINE RECEPTORS. NATURE. 2016, 531, 335.",CHRM4,raw_pdbs/5DSG.pdb,mapped_pdb/5DSG_atlas.pdb,fastas/5DSG.fasta
,5DYS,RHODOPSIN,a,OPSINS,P02699,BOS TAURUS (BOVINE),CRYSTAL STRUCTURE OF T94I RHODOPSIN MUTANT,x,2.3,27458239,2015-09-25,"SINGHAL ET AL. STRUCTURAL ROLE OF THE T94I RHODOPSIN MUTATION IN CONGENITAL STATIONARY NIGHT BLINDNESS. EMBO REP. 2016, 17, 1431.",RHO,raw_pdbs/5DYS.pdb,mapped_pdb/5DYS_atlas.pdb,fastas/5DYS.fasta
,5EE7,GLUCAGON RECEPTOR,b,,P47871,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF THE HUMAN GLUCAGON RECEPTOR (GCGR) IN COMPLEX WITH THE ANTAGONIST MK-0893,x,2.5,27111510,2015-10-22,"JAZAYERI ET AL. EXTRA-HELICAL BINDING SITE OF A GLUCAGON RECEPTOR ANTAGONIST. NATURE. 2016, 533, 274.",GCGR,raw_pdbs/5EE7.pdb,mapped_pdb/5EE7_atlas.pdb,fastas/5EE7.fasta
,5EN0,RHODOPSIN,a,OPSINS,P02699,BOS TAURUS (BOVINE),CRYSTAL STRUCTURE OF T94I RHODOPSIN MUTANT,x,2.81,27458239,2015-11-08,"SINGHAL ET AL. STRUCTURAL ROLE OF THE T94I RHODOPSIN MUTATION IN CONGENITAL STATIONARY NIGHT BLINDNESS. EMBO REP. 2016, 17, 1431.",RHO,raw_pdbs/5EN0.pdb,mapped_pdb/5EN0_atlas.pdb,fastas/5EN0.fasta
,5F8U,BETA-1 ADRENERGIC RECEPTOR,a,ADRENERGIC RECEPTORS,P07700,MELEAGRIS GALLOPAVO (WILD TURKEY),LIGAND OCCUPANCY IN CRYSTAL STRUCTURE OF BETA1-ADRENERGIC RECEPTOR PREVIOUSLY SUBMITTED BY HUANG ET AL,x,3.35,26643842,2015-12-09,"LESLIE ET AL. LIGAND OCCUPANCY IN CRYSTAL STRUCTURE OF BETA1 ADRENERGIC G PROTEIN COUPLED RECEPTOR. NAT.STRUCT.MOL.BIOL. 2015, 22, 941.",ADRB1,raw_pdbs/5F8U.pdb,mapped_pdb/5F8U_atlas.pdb,fastas/5F8U.fasta
,5G53,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),STRUCTURE OF THE ADENOSINE A2A RECEPTOR BOUND TO AN ENGINEERED G PROTEIN,x,3.4,27462812,2016-05-19,"CARPENTER ET AL. STRUCTURE OF THE ADENOSINE A2A RECEPTOR BOUND TO AN ENGINEERED G PROTEIN. NATURE. 2016, 536, 104.",ADORA2A,raw_pdbs/5G53.pdb,mapped_pdb/5G53_atlas.pdb,fastas/5G53.fasta
,5GLH,ENDOTHELIN RECEPTOR TYPE B,a,ENDOTHELIN RECEPTORS,P24530,HOMO SAPIENS (HUMAN),HUMAN ENDOTHELIN RECEPTOR TYPE-B IN COMPLEX WITH ET-1,x,2.8,27595334,2016-07-11,"SHIHOYA ET AL. ACTIVATION MECHANISM OF ENDOTHELIN ETB RECEPTOR BY ENDOTHELIN-1. NATURE. 2016, 537, 363.",EDNRB,raw_pdbs/5GLH.pdb,mapped_pdb/5GLH_atlas.pdb,fastas/5GLH.fasta
,5GLI,ENDOTHELIN RECEPTOR TYPE B,a,ENDOTHELIN RECEPTORS,P24530,HOMO SAPIENS (HUMAN),HUMAN ENDOTHELIN RECEPTOR TYPE-B IN THE LIGAND-FREE FORM,x,2.5,27595334,2016-07-11,"SHIHOYA ET AL. ACTIVATION MECHANISM OF ENDOTHELIN ETB RECEPTOR BY ENDOTHELIN-1. NATURE. 2016, 537, 363.",EDNRB,raw_pdbs/5GLI.pdb,mapped_pdb/5GLI_atlas.pdb,fastas/5GLI.fasta
,5IU4,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF STABILIZED A2A ADENOSINE RECEPTOR A2AR-STAR2-BRIL IN COMPLEX WITH ZM241385 AT 1.7A RESOLUTION,x,1.72,27312113,2016-03-17,"SEGALA ET AL. CONTROLLING THE DISSOCIATION OF LIGANDS FROM THE ADENOSINE A2A RECEPTOR THROUGH MODULATION OF SALT BRIDGE STRENGTH. J.MED.CHEM. 2016, 59, 6470.",ADORA2A,raw_pdbs/5IU4.pdb,mapped_pdb/5IU4_atlas.pdb,fastas/5IU4.fasta
,5IU7,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF STABILIZED A2A ADENOSINE RECEPTOR A2AR-STAR2-BRIL IN COMPLEX WITH COMPOUND 12C AT 1.9A RESOLUTION,x,1.9,27312113,2016-03-17,"SEGALA ET AL. CONTROLLING THE DISSOCIATION OF LIGANDS FROM THE ADENOSINE A2A RECEPTOR THROUGH MODULATION OF SALT BRIDGE STRENGTH. J.MED.CHEM. 2016, 59, 6470.",ADORA2A,raw_pdbs/5IU7.pdb,mapped_pdb/5IU7_atlas.pdb,fastas/5IU7.fasta
,5IU8,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF STABILIZED A2A ADENOSINE RECEPTOR A2AR-STAR2-BRIL IN COMPLEX WITH COMPOUND 12F AT 2.0A RESOLUTION,x,2,27312113,2016-03-17,"SEGALA ET AL. CONTROLLING THE DISSOCIATION OF LIGANDS FROM THE ADENOSINE A2A RECEPTOR THROUGH MODULATION OF SALT BRIDGE STRENGTH. J.MED.CHEM. 2016, 59, 6470.",ADORA2A,raw_pdbs/5IU8.pdb,mapped_pdb/5IU8_atlas.pdb,fastas/5IU8.fasta
,5IUA,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF STABILIZED A2A ADENOSINE RECEPTOR A2AR-STAR2-BRIL IN COMPLEX WITH COMPOUND 12B AT 2.2A RESOLUTION,x,2.2,27312113,2016-03-17,"SEGALA ET AL. CONTROLLING THE DISSOCIATION OF LIGANDS FROM THE ADENOSINE A2A RECEPTOR THROUGH MODULATION OF SALT BRIDGE STRENGTH. J.MED.CHEM. 2016, 59, 6470.",ADORA2A,raw_pdbs/5IUA.pdb,mapped_pdb/5IUA_atlas.pdb,fastas/5IUA.fasta
,5IUB,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF STABILIZED A2A ADENOSINE RECEPTOR A2AR-STAR2-BRIL IN COMPLEX WITH COMPOUND 12X AT 2.1A RESOLUTION,x,2.1,27312113,2016-03-17,"SEGALA ET AL. CONTROLLING THE DISSOCIATION OF LIGANDS FROM THE ADENOSINE A2A RECEPTOR THROUGH MODULATION OF SALT BRIDGE STRENGTH. J.MED.CHEM. 2016, 59, 6470.",ADORA2A,raw_pdbs/5IUB.pdb,mapped_pdb/5IUB_atlas.pdb,fastas/5IUB.fasta
,5JQH,BETA-2 ADRENERGIC RECEPTOR,a,ADRENERGIC RECEPTORS,P07550,HOMO SAPIENS (HUMAN),"STRUCTURE OF BETA2 ADRENOCEPTOR BOUND TO CARAZOLOL AND INACTIVE-STATE STABILIZING NANOBODY, NB60",x,3.2,27409812,2016-05-05,"STAUS ET AL. ALLOSTERIC NANOBODIES REVEAL THE DYNAMIC RANGE AND DIVERSE MECHANISMS OF G-PROTEIN-COUPLED RECEPTOR ACTIVATION. NATURE. 2016, 535, 448.",ADRB2,raw_pdbs/5JQH.pdb,mapped_pdb/5JQH_atlas.pdb,fastas/5JQH.fasta
,5JTB,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF THE CHIMERIC PROTEIN OF A2AAR-BRIL WITH BOUND IODIDE IONS,x,2.8,28508075,2016-05-09,"MELNIKOV ET AL. FAST IODIDE-SAD PHASING FOR HIGH-THROUGHPUT MEMBRANE PROTEIN STRUCTURE DETERMINATION. SCI ADV. 2017, 3, E1602952.",ADORA2A,raw_pdbs/5JTB.pdb,mapped_pdb/5JTB_atlas.pdb,fastas/5JTB.fasta
,5K2A,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),2.5 ANGSTROM A2A ADENOSINE RECEPTOR STRUCTURE WITH SULFUR SAD PHASING USING XFEL DATA,x,2.5,27679816,2016-05-18,"BATYUK ET AL. NATIVE PHASING OF X-RAY FREE-ELECTRON LASER DATA FOR A G PROTEIN-COUPLED RECEPTOR. SCI ADV. 2016, 2, E1600292.",ADORA2A,raw_pdbs/5K2A.pdb,mapped_pdb/5K2A_atlas.pdb,fastas/5K2A.fasta
,5K2B,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),2.5 ANGSTROM A2A ADENOSINE RECEPTOR STRUCTURE WITH MR PHASING USING XFEL DATA,x,2.5,27679816,2016-05-18,"BATYUK ET AL. NATIVE PHASING OF X-RAY FREE-ELECTRON LASER DATA FOR A G PROTEIN-COUPLED RECEPTOR. SCI ADV. 2016, 2, E1600292.",ADORA2A,raw_pdbs/5K2B.pdb,mapped_pdb/5K2B_atlas.pdb,fastas/5K2B.fasta
,5K2C,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),1.9 ANGSTROM A2A ADENOSINE RECEPTOR STRUCTURE WITH SULFUR SAD PHASING AND PHASE EXTENSION USING XFEL DATA,x,1.9,27679816,2016-05-18,"BATYUK ET AL. NATIVE PHASING OF X-RAY FREE-ELECTRON LASER DATA FOR A G PROTEIN-COUPLED RECEPTOR. SCI ADV. 2016, 2, E1600292.",ADORA2A,raw_pdbs/5K2C.pdb,mapped_pdb/5K2C_atlas.pdb,fastas/5K2C.fasta
,5K2D,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),1.9A ANGSTROM A2A ADENOSINE RECEPTOR STRUCTURE WITH MR PHASING USING XFEL DATA,x,1.9,27679816,2016-05-18,"BATYUK ET AL. NATIVE PHASING OF X-RAY FREE-ELECTRON LASER DATA FOR A G PROTEIN-COUPLED RECEPTOR. SCI ADV. 2016, 2, E1600292.",ADORA2A,raw_pdbs/5K2D.pdb,mapped_pdb/5K2D_atlas.pdb,fastas/5K2D.fasta
,5KW2,FREE FATTY ACID RECEPTOR 1,a,FREE FATTY ACID RECEPTORS,O14842,HOMO SAPIENS (HUMAN),THE EXTRA-HELICAL BINDING SITE OF GPR40 AND THE STRUCTURAL BASIS FOR ALLOSTERIC AGONISM AND INCRETIN STIMULATION,x,2.76,29695780,2016-07-15,"HO ET AL. STRUCTURAL BASIS FOR GPR40 ALLOSTERIC AGONISM AND INCRETIN STIMULATION. NAT COMMUN. 2018, 9, 1645.",FFAR1,raw_pdbs/5KW2.pdb,mapped_pdb/5KW2_atlas.pdb,fastas/5KW2.fasta
,5L7D,SMOOTHENED HOMOLOG,f,,Q99835,HOMO SAPIENS (HUMAN),STRUCTURE OF HUMAN SMOOTHENED IN COMPLEX WITH CHOLESTEROL,x,3.2,27437577,2016-06-03,"BYRNE ET AL. STRUCTURAL BASIS OF SMOOTHENED REGULATION BY ITS EXTRACELLULAR DOMAINS. NATURE. 2016, 535, 517.",SMO,raw_pdbs/5L7D.pdb,mapped_pdb/5L7D_atlas.pdb,fastas/5L7D.fasta
,5L7I,SMOOTHENED HOMOLOG,f,,Q99835,HOMO SAPIENS (HUMAN),STRUCTURE OF HUMAN SMOOTHENED IN COMPLEX WITH VISMODEGIB,x,3.3,27437577,2016-06-03,"BYRNE ET AL. STRUCTURAL BASIS OF SMOOTHENED REGULATION BY ITS EXTRACELLULAR DOMAINS. NATURE. 2016, 535, 517.",SMO,raw_pdbs/5L7I.pdb,mapped_pdb/5L7I_atlas.pdb,fastas/5L7I.fasta
,5LWE,C-C CHEMOKINE RECEPTOR TYPE 9,a,CHEMOKINES AND CHEMOTACTIC FACTORS RECEPTORS,P51686,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF THE HUMAN CC CHEMOKINE RECEPTOR TYPE 9 (CCR9) IN COMPLEX WITH VERCIRNON,x,2.8,27926729,2016-09-16,"OSWALD ET AL. INTRACELLULAR ALLOSTERIC ANTAGONISM OF THE CCR9 RECEPTOR. NATURE. 2016, 540, 462.",CCR9,raw_pdbs/5LWE.pdb,mapped_pdb/5LWE_atlas.pdb,fastas/5LWE.fasta
,5MZJ,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF STABILIZED A2A ADENOSINE RECEPTOR A2AR-STAR2-BRIL IN COMPLEX WITH THEOPHYLLINE AT 2.0A RESOLUTION,x,2,28712806,2017-01-31,"CHENG ET AL. STRUCTURES OF HUMAN A1 AND A2A ADENOSINE RECEPTORS WITH XANTHINES REVEAL DETERMINANTS OF SELECTIVITY. STRUCTURE. 2017, 25, 1275.",ADORA2A,raw_pdbs/5MZJ.pdb,mapped_pdb/5MZJ_atlas.pdb,fastas/5MZJ.fasta
,5MZP,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF STABILIZED A2A ADENOSINE RECEPTOR A2AR-STAR2-BRIL IN COMPLEX WITH CAFFEINE AT 2.1A RESOLUTION,x,2.1,28712806,2017-02-01,"CHENG ET AL. STRUCTURES OF HUMAN A1 AND A2A ADENOSINE RECEPTORS WITH XANTHINES REVEAL DETERMINANTS OF SELECTIVITY. STRUCTURE. 2017, 25, 1275.",ADORA2A,raw_pdbs/5MZP.pdb,mapped_pdb/5MZP_atlas.pdb,fastas/5MZP.fasta
,5N2R,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF STABILIZED A2A ADENOSINE RECEPTOR A2AR-STAR2-BRIL IN COMPLEX WITH PSB36 AT 2.8A RESOLUTION,x,2.8,28712806,2017-02-08,"CHENG ET AL. STRUCTURES OF HUMAN A1 AND A2A ADENOSINE RECEPTORS WITH XANTHINES REVEAL DETERMINANTS OF SELECTIVITY. STRUCTURE. 2017, 25, 1275.",ADORA2A,raw_pdbs/5N2R.pdb,mapped_pdb/5N2R_atlas.pdb,fastas/5N2R.fasta
